# DFT Ca²⁺/Ln³⁺ discriminator — auto-generated
# E_aquo_Ca − E_aquo_La = -646.064556 Ha (= -405411.65 kcal/mol)
# ΔΔE(Ca − La) = (E_holo_Ca − E_holo_La) − (E_aquo_Ca − E_aquo_La)
# Class: Ln-evolved ≥ +20; Ln-preferring +5 to +20; marginal 0 to +5; ambiguous -5 to 0; Ca-evolved < -5
stem	n_atoms	E_La	E_Ca	E_apo	E_water	ddE_kcal	class
NZ_JADNQZ010000058_1_478_iptm0_977_s0	18	-527.703174	-1173.773487	-496.431041	-76.428549	-3.61	ambiguous
NZ_BPQM01000023_1_12_iptm0_980_s0	18	-527.796525	-1173.866855	-496.439473	-76.428549	-3.62	ambiguous
C5CEZ5_bryobacter	21	-567.089872	-1213.160208	-535.715484	-76.428549	-3.63	ambiguous
NZ_CP044328_1_2989_iptm0_913_s0	41	-1102.556664	-1748.627012	-1071.098862	-76.428549	-3.63	ambiguous
C1F1C5_acidobacterium	52	-1387.655605	-2033.726000	-1356.211496	-76.428549	-3.66	ambiguous
e084la_Aldedh_iptm0_966_s0	29	-717.409793	-1363.480220	-686.090467	-76.428549	-3.68	ambiguous
A0A840I7I3_conexibacter	18	-527.726771	-1173.797202	-496.359853	-76.428549	-3.69	ambiguous
NZ_JAFCKF010000003_1_859_iptm0_972_s0	35	-1024.241697	-1670.312145	-992.800425	-76.428549	-3.70	ambiguous
NZ_RQIT01000014_1_79_iptm0_903_s0	29	-717.163759	-1363.234231	-685.834966	-76.428549	-3.71	ambiguous
NZ_JAGIKT010000066_1_81_iptm0_966_s0	34	-965.513543	-1611.584031	-934.056300	-76.428549	-3.72	ambiguous
NZ_WNKS01000003_1_323_iptm0_944_s0	25	-756.207208	-1402.277762	-724.796276	-76.428549	-3.76	ambiguous
JACOWC010000092_1_2_iptm0_982_s0	15	-488.424858	-1134.495415	-457.151603	-76.428549	-3.77	ambiguous
NC_018485_1_578_iptm0_981_s0	15	-488.398596	-1134.469162	-457.130876	-76.428549	-3.77	ambiguous
A0A7V4XQD8_acidobacterium	8	-259.835351	-905.905930	-228.575718	-76.428549	-3.78	EXCLUDE (under-carved)
A0A0D8B9R0_frankia	8	-259.840636	-905.911220	-228.574015	-76.428549	-3.78	EXCLUDE (under-carved)
QFPN01000012_1_137_iptm0_852_s0	27	-736.877520	-1382.948121	-705.503681	-76.428549	-3.79	ambiguous
C1F320_acidobacterium	15	-488.475742	-1134.546347	-457.157623	-76.428549	-3.80	ambiguous
C1F100_acidobacterium	8	-259.830740	-905.901380	-228.576180	-76.428549	-3.82	EXCLUDE (under-carved)
NZ_CP015880_1_125_iptm0_903_s0	15	-488.516246	-1134.586972	-457.160632	-76.428549	-3.87	ambiguous
NZ_JAAHTB010000021_1_40_iptm0_966_s0	28	-795.627542	-1441.698311	-764.252954	-76.428549	-3.90	ambiguous
A0A1I4TG41_actinobacteriota	11	-299.124997	-945.195841	-267.844425	-76.428549	-3.95	EXCLUDE (under-carved)
03_Euk_a0a420y7b6_domain1chaina-pqq-la_model	48	-1942.366594	-2588.437505	-1910.898102	-76.428549	-3.99	ambiguous
NZ_PYFW01000014_1_41_iptm0_969_s0	34	-964.902797	-1610.973736	-933.459506	-76.428549	-4.01	ambiguous
rifoxy_LaHec_3La	36	-1174.278874	-1820.349820	-1142.760064	-76.428549	-4.01	ambiguous
NZ_JAAUVI010000007_1_15_iptm0_955_s0	28	-795.668604	-1441.739578	-764.294531	-76.428549	-4.03	ambiguous
NZ_MBSO01000002_1_48_iptm0_905_s0	15	-488.423572	-1134.494561	-457.073234	-76.428549	-4.04	ambiguous
NZ_JACIHD010000002_1_675_iptm0_968_s0	34	-965.567258	-1611.638267	-934.108693	-76.428549	-4.05	ambiguous
NZ_JADPIY010000029_1_172_iptm0_973_s0	35	-1024.245072	-1670.316133	-992.802884	-76.428549	-4.08	ambiguous
JAFECE010000002_1_120_iptm0_932_s0	15	-488.507926	-1134.579007	-457.151526	-76.428549	-4.09	ambiguous
NZ_LAZS01000006_1_618_iptm0_919_s0	15	-488.514417	-1134.585504	-457.157719	-76.428549	-4.10	ambiguous
NZ_LUUB01000038_1_82_iptm0_985_s0	34	-965.475956	-1611.547049	-934.020843	-76.428549	-4.10	ambiguous
colinpqq_ca_p38539_pqq_la_model	44	-1753.056232	-2399.127329	-1721.640550	-76.428549	-4.10	ambiguous
A0A7V5CV45_acidobacterium	11	-299.107768	-945.178870	-267.863152	-76.428549	-4.11	EXCLUDE (under-carved)
NZ_LMMW01000008_1_10_iptm0_910_s0	31	-834.931536	-1481.002643	-803.528028	-76.428549	-4.11	ambiguous
03_Euk_a0a8t2t210_domain1chaina-pqq-la_model	58	-2210.192342	-2856.263486	-2178.689803	-76.428549	-4.13	ambiguous
ferncellul2_A0A9D4V3A3	31	-872.085014	-1518.156170	-840.658653	-76.428549	-4.14	ambiguous
A0A7V4XUF9_acidobacterium	32	-984.893984	-1630.965157	-953.433665	-76.428549	-4.15	ambiguous
NZ_JADNRA010000031_1_189_iptm0_944_s0	15	-488.503162	-1134.574381	-457.150168	-76.428549	-4.18	ambiguous
adendeam_A0A950E6K5	18	-527.631946	-1173.703187	-496.303682	-76.428549	-4.20	ambiguous
VAZP01000222_1_6_iptm0_808_s0	21	-567.057881	-1213.129167	-535.726155	-76.428549	-4.22	ambiguous
NZ_SACP01000015_1_59_iptm0_923_s0	15	-488.458062	-1134.529409	-457.104662	-76.428549	-4.26	ambiguous
NZ_LMNL01000009_1_3_iptm0_935_s0	15	-488.512491	-1134.583851	-457.156619	-76.428549	-4.27	ambiguous
A0A2P8QC45_actinobacteriota	22	-717.119527	-1363.190910	-685.687237	-76.428549	-4.28	ambiguous
NZ_JACVBB010000003_1_434_iptm0_903_s0	15	-488.509006	-1134.580450	-457.153981	-76.428549	-4.32	ambiguous
NZ_WVUF01000003_1_69_iptm0_972_s0	35	-1024.248074	-1670.319521	-992.803436	-76.428549	-4.32	ambiguous
03_Euk_a0a7j6jpf3_domain1chaina-pqq-la_model	48	-1942.370230	-2588.441693	-1910.902937	-76.428549	-4.33	ambiguous
NZ_BPQP01000072_1_48_iptm0_962_s0	15	-488.503896	-1134.575371	-457.154867	-76.428549	-4.34	ambiguous
NZ_FOQJ01000006_1_48_iptm0_970_s0	34	-965.513382	-1611.584907	-934.055666	-76.428549	-4.37	ambiguous
SRXN01000029_1_21_iptm0_918_s0	15	-488.364121	-1134.435691	-457.119291	-76.428549	-4.40	ambiguous
NZ_JAFCJM010000013_1_95_iptm0_968_s0	35	-1024.270234	-1670.341805	-992.827967	-76.428549	-4.40	ambiguous
A0A5C7WM60_methylophilus	18	-527.717884	-1173.789539	-496.435067	-76.428549	-4.46	ambiguous
A0A1A2V1M8_actinobacteriota	8	-259.850360	-905.922070	-228.573729	-76.428549	-4.49	EXCLUDE (under-carved)
C1F1G6_acidobacterium	11	-299.111575	-945.183373	-267.850832	-76.428549	-4.54	EXCLUDE (under-carved)
NZ_LGHM01000118_1_15_iptm0_973_s0	34	-965.555085	-1611.626980	-934.082230	-76.428549	-4.61	ambiguous
VGDT01000001_1_248_iptm0_896_s0	31	-834.987236	-1481.059168	-803.577225	-76.428549	-4.63	ambiguous
NZ_JTLA01000073_1_3_iptm0_910_s0	21	-567.071380	-1213.143323	-535.707114	-76.428549	-4.64	ambiguous
NZ_CP015880_1_131_iptm0_974_s0	32	-985.032812	-1631.104762	-953.551666	-76.428549	-4.64	ambiguous
NZ_LAZS01000006_1_613_iptm0_913_s0	25	-756.406729	-1402.478680	-725.004704	-76.428549	-4.64	ambiguous
NZ_JABAIH010000018_1_7_iptm0_940_s0	15	-488.505138	-1134.577107	-457.157739	-76.428549	-4.65	ambiguous
NZ_JADPJI010000005_1_32_iptm0_968_s0	34	-965.400832	-1611.472840	-933.948209	-76.428549	-4.68	ambiguous
03_Euk_a0a3n4jpm1_domain1chaina-pqq-la_model	41	-1713.738425	-2359.810440	-1682.352437	-76.428549	-4.68	ambiguous
C1F793_acidobacterium	8	-259.837297	-905.909393	-228.577847	-76.428549	-4.73	EXCLUDE (under-carved)
CP090106_1_2330_iptm0_927_s0	11	-299.155339	-945.227439	-267.862202	-76.428549	-4.73	EXCLUDE (under-carved)
NZ_AXAB01000036_1_42_iptm0_967_s0	34	-965.369014	-1611.441138	-933.907557	-76.428549	-4.75	ambiguous
A0A7V4XTU3_acidobacterium	8	-259.818236	-905.890388	-228.577577	-76.428549	-4.77	EXCLUDE (under-carved)
C1F9P6_acidobacterium	22	-717.149479	-1363.221651	-685.720917	-76.428549	-4.78	ambiguous
A0A840I8G2_conexibacter	8	-259.832866	-905.905038	-228.572677	-76.428549	-4.78	EXCLUDE (under-carved)
NZ_NWTI01000013_1_168_iptm0_964_s0	34	-965.387361	-1611.459554	-933.936120	-76.428549	-4.79	ambiguous
terbdiv_NZ_OBQD	24	-643.484494	-1289.556747	-612.109319	-76.428549	-4.83	ambiguous
NZ_OBQD01000021_1_7_sample_0	24	-643.492297	-1289.564603	-612.117214	-76.428549	-4.86	ambiguous
NZ_RQIT01000014_1_80_iptm0_953_s0	27	-736.777274	-1382.849584	-705.383997	-76.428549	-4.87	ambiguous
A0A7V4XRW0_acidobacterium	11	-299.149900	-945.222213	-267.863739	-76.428549	-4.87	EXCLUDE (under-carved)
01_Cav_a8r3s4-pqq-la_model	51	-1981.668684	-2627.741034	-1950.229164	-76.428549	-4.89	ambiguous
A0A7V4XT38_acidobacterium	11	-299.117951	-945.190316	-267.854150	-76.428549	-4.90	EXCLUDE (under-carved)
NZ_SPQT01000017_1_106_iptm0_967_s0	34	-965.579066	-1611.651437	-934.109193	-76.428549	-4.90	ambiguous
JADYVE010000002_1_641_iptm0_928_s0	11	-299.140061	-945.212488	-267.849777	-76.428549	-4.94	EXCLUDE (under-carved)
NZ_JXXE01000702_1_7_iptm0_984_s0	22	-716.927189	-1362.999635	-685.567660	-76.428549	-4.95	ambiguous
NZ_SPQU01000007_1_119_iptm0_972_s0	34	-965.580332	-1611.652794	-934.113577	-76.428549	-4.96	ambiguous
colinpqq_ca_a8r3s4_pqq_la_model	51	-1981.602339	-2627.674821	-1950.166144	-76.428549	-4.97	ambiguous
NZ_JADNRA010000031_1_183_iptm0_980_s0	36	-946.017561	-1592.090184	-914.564501	-76.428549	-5.06	Ca-evolved
A0A060CGK6_conexibacter	8	-259.858838	-905.931465	-228.574780	-76.428549	-5.07	EXCLUDE (under-carved)
C1F6T1_acidobacterium	11	-299.117977	-945.190628	-267.856866	-76.428549	-5.08	EXCLUDE (under-carved)
NZ_LMMP01000010_1_73_iptm0_942_s0	18	-527.748250	-1173.820954	-496.447781	-76.428549	-5.11	Ca-evolved
C1F972_acidobacterium	15	-488.496378	-1134.569134	-457.138357	-76.428549	-5.15	Ca-evolved
A0A351R8D5_methylotenera	28	-795.684800	-1441.757678	-764.249653	-76.428549	-5.22	Ca-evolved
NZ_VIDV02000143_1_77_iptm0_968_s0	34	-965.456325	-1611.529244	-933.996990	-76.428549	-5.25	Ca-evolved
NZ_SPQS01000001_1_282_iptm0_865_s0	21	-567.038564	-1213.111500	-535.690767	-76.428549	-5.26	Ca-evolved
NZ_JADBEC010000001_1_2670_iptm0_987_s0	18	-527.676655	-1173.749616	-496.447437	-76.428549	-5.27	Ca-evolved
NZ_VZZJ01000005_1_161_iptm0_982_s0	22	-717.087781	-1363.160796	-685.725217	-76.428549	-5.31	Ca-evolved
NZ_JABMCJ010000084_1_99_iptm0_889_rank0	22	-717.166692	-1363.239735	-685.740857	-76.428549	-5.33	Ca-evolved
NZ_LMQV01000023_1_37_iptm0_967_s0	15	-488.506876	-1134.579921	-457.150363	-76.428549	-5.33	Ca-evolved
A0A7V4XUI1_acidobacterium	8	-259.817601	-905.890733	-228.582293	-76.428549	-5.38	EXCLUDE (under-carved)
NZ_FOZY01000005_1_178_iptm0_903_s0	21	-567.042638	-1213.115792	-535.722494	-76.428549	-5.40	Ca-evolved
A0A0A0BYQ2_actinobacteriota	15	-488.469046	-1134.542218	-457.141527	-76.428549	-5.41	Ca-evolved
duf4394_jabmcj	22	-717.160604	-1363.233783	-685.734821	-76.428549	-5.41	Ca-evolved
NZ_LAZS01000006_1_610_iptm0_925_s0	21	-567.094611	-1213.167801	-535.732084	-76.428549	-5.42	Ca-evolved
NZ_MPVQ01000084_1_108_iptm0_968_s0	34	-965.458778	-1611.532009	-934.004300	-76.428549	-5.44	Ca-evolved
JADYVE010000002_1_639_iptm0_917_s0	21	-567.012394	-1213.085632	-535.717361	-76.428549	-5.45	Ca-evolved
NZ_CP023063_1_1970_iptm0_912_s0	21	-567.032572	-1213.105830	-535.720306	-76.428549	-5.46	Ca-evolved
A0A1S2Q755_actinobacteriota	8	-259.835713	-905.908972	-228.572450	-76.428549	-5.46	EXCLUDE (under-carved)
C1F660_acidobacterium	8	-259.840922	-905.914181	-228.584845	-76.428549	-5.46	EXCLUDE (under-carved)
NZ_VLLA01000010_1_75_iptm0_866_s0	21	-567.068323	-1213.141642	-535.699669	-76.428549	-5.50	Ca-evolved
01_Cav_p38539-pqq-la_model	44	-1753.007731	-2399.081071	-1721.597469	-76.428549	-5.51	Ca-evolved
03_Euk_a0a6a5tfn6_domain1chaina-pqq-la_model	41	-1713.702459	-2359.775856	-1682.304769	-76.428549	-5.55	Ca-evolved
A0A0D8B6G0_frankia	8	-259.847346	-905.920745	-228.572241	-76.428549	-5.55	EXCLUDE (under-carved)
YncE_La_PQQ_1_sample_0	41	-1102.666216	-1748.739638	-1071.209466	-76.428549	-5.56	Ca-evolved
C1F7Y7_acidobacterium	21	-567.045436	-1213.118869	-535.731022	-76.428549	-5.57	Ca-evolved
colinpqq_ca_bbl57595_1_pqq_la_model	51	-1981.620213	-2627.693706	-1950.189732	-76.428549	-5.61	Ca-evolved
NZ_RQIT01000014_1_84_iptm0_934_s0	24	-697.641589	-1343.715114	-666.290467	-76.428549	-5.63	Ca-evolved
NZ_MZXW01000050_1_245_iptm0_968_s0	34	-965.530679	-1611.604245	-934.068115	-76.428549	-5.65	Ca-evolved
NZ_BPQI01000118_1_35_iptm0_975_s0	18	-527.774388	-1173.847964	-496.443184	-76.428549	-5.66	Ca-evolved
NZ_NBUC01000034_1_27_iptm0_958_s0	21	-567.006375	-1213.080001	-535.716826	-76.428549	-5.69	Ca-evolved
A0A1X9LHD4_actinobacteriota	8	-259.803102	-905.876737	-228.572873	-76.428549	-5.70	EXCLUDE (under-carved)
NZ_ARWB01000001_1_3797_iptm0_946_s0	23	-584.656589	-1230.730257	-553.369550	-76.428549	-5.72	Ca-evolved
A9AV76_methylosinus	11	-299.102237	-945.175913	-267.855778	-76.428549	-5.72	EXCLUDE (under-carved)
A0A127ETR2_ef2_la2_rank0	40	-1081.208649	-1727.282336	-1049.740395	-76.428549	-5.73	Ca-evolved
NZ_JAFIBW010000001_1_3912_iptm0_953_s0	18	-527.775995	-1173.849748	-496.438223	-76.428549	-5.77	Ca-evolved
NZ_CP054476_1_1576_iptm0_958_s0	28	-795.647840	-1441.721640	-764.269680	-76.428549	-5.80	Ca-evolved
NZ_CP034909_1_1992_iptm0_937_s0	21	-567.012130	-1213.085934	-535.726007	-76.428549	-5.80	Ca-evolved
NZ_FRXO01000001_1_40_iptm0_906_s0	18	-527.688469	-1173.762283	-496.410845	-76.428549	-5.81	Ca-evolved
NZ_MKFI01000010_1_128_iptm0_939_s0	27	-736.890748	-1382.964587	-705.497023	-76.428549	-5.83	Ca-evolved
A0A143QHE1_actinobacteriota	8	-259.811867	-905.885709	-228.577596	-76.428549	-5.83	EXCLUDE (under-carved)
alphap_etr2_ef2	40	-1081.186131	-1727.260056	-1049.718576	-76.428549	-5.88	Ca-evolved
NZ_FOTK01000001_1_289_iptm0_907_s0	23	-547.631437	-1193.705374	-516.284199	-76.428549	-5.89	Ca-evolved
NZ_OBQD01000021_1_7_iptm0_925_s0	24	-643.295353	-1289.369291	-611.926564	-76.428549	-5.89	Ca-evolved
A0A7V5CSY4_acidobacterium	12	-374.337715	-1020.411725	-343.060973	-76.428549	-5.93	EXCLUDE (under-carved)
A0A7V4XTV8_acidobacterium	17	-468.908595	-1114.982695	-437.611721	-76.428549	-5.99	Ca-evolved
NZ_CP061379_1_2081_iptm0_928_s0	15	-488.507113	-1134.581227	-457.164120	-76.428549	-6.00	Ca-evolved
NZ_JAGIOS010000001_1_2700_iptm0_953_s0	21	-567.002560	-1213.076748	-535.718108	-76.428549	-6.04	Ca-evolved
A0A5C7WJT0_methylophilus	11	-299.084557	-945.158749	-267.854277	-76.428549	-6.05	EXCLUDE (under-carved)
NZ_KI912577_1_3711_iptm0_939_s0	18	-527.753090	-1173.827311	-496.451365	-76.428549	-6.07	Ca-evolved
NZ_JACBFQ010000001_1_690_iptm0_933_s0	24	-697.630894	-1343.705129	-666.244216	-76.428549	-6.07	Ca-evolved
NZ_FOSV01000001_1_358_iptm0_970_s0	30	-813.233453	-1459.307727	-781.817148	-76.428549	-6.10	Ca-evolved
NZ_JAKSXV010000020_1_2_iptm0_910_s0	24	-697.594161	-1343.668519	-666.271472	-76.428549	-6.15	Ca-evolved
NZ_RDQF01000023_1_43_iptm0_967_s0	34	-965.550208	-1611.624624	-934.083119	-76.428549	-6.19	Ca-evolved
aminopepP_A0A432JR12	32	-984.994157	-1631.068610	-953.507556	-76.428549	-6.21	Ca-evolved
C5CFD2_bryobacter	11	-299.114254	-945.188754	-267.864269	-76.428549	-6.24	EXCLUDE (under-carved)
NZ_VSSS01000011_1_47_iptm0_971_s0	34	-965.484498	-1611.559035	-934.015635	-76.428549	-6.26	Ca-evolved
NZ_SACP01000015_1_47_iptm0_906_s0	17	-468.809731	-1114.884416	-437.501053	-76.428549	-6.36	Ca-evolved
A0A840I8C4_conexibacter	11	-299.107051	-945.181756	-267.866091	-76.428549	-6.37	EXCLUDE (under-carved)
NZ_JTLA01000073_1_11_iptm0_901_s0	15	-488.483190	-1134.557909	-457.131884	-76.428549	-6.38	Ca-evolved
C1F5G9_acidobacterium	8	-259.821915	-905.896641	-228.562891	-76.428549	-6.38	EXCLUDE (under-carved)
A0A7V5CST4_acidobacterium	25	-756.402779	-1402.477516	-725.011797	-76.428549	-6.39	Ca-evolved
colinpqq_ca_q9l935_pqq_la_model	44	-1753.038789	-2399.113552	-1721.630617	-76.428549	-6.41	Ca-evolved
NZ_BSOX01000478_1_7_iptm0_926_s0	24	-697.485954	-1343.560747	-666.141197	-76.428549	-6.42	Ca-evolved
NZ_JAFCJM010000013_1_91_iptm0_967_s0	34	-965.468377	-1611.543181	-934.019133	-76.428549	-6.43	Ca-evolved
VGDT01000001_1_254_iptm0_944_s0	15	-488.493925	-1134.568781	-457.143739	-76.428549	-6.46	Ca-evolved
mxaf	44	-1752.873492	-2398.948376	-1721.480333	-76.428549	-6.48	Ca-evolved
NZ_FPCH01000003_1_295_iptm0_985_s0	24	-697.629783	-1343.704692	-666.262343	-76.428549	-6.50	Ca-evolved
NC_004463_1_6347_iptm0_968_s0	34	-965.467664	-1611.542594	-934.011056	-76.428549	-6.51	Ca-evolved
NZ_JTLA01000073_1_15_iptm0_989_s0	50	-1179.123745	-1825.198876	-1147.946999	-76.428549	-6.64	Ca-evolved
NZ_FPEJ01000001_1_131_iptm0_938_s0	15	-488.485444	-1134.560689	-457.154054	-76.428549	-6.71	Ca-evolved
03_Euk_a0a383v357_domain3chaina-pqq-la_model	48	-1942.346070	-2588.421329	-1910.898000	-76.428549	-6.72	Ca-evolved
agmatinase_A0A2P8QC45	22	-717.135367	-1363.210697	-685.706932	-76.428549	-6.76	Ca-evolved
NZ_VZZK01000007_1_180_iptm0_983_s0	22	-716.952663	-1363.028105	-685.592313	-76.428549	-6.83	Ca-evolved
NZ_SACP01000015_1_58_iptm0_957_s0	25	-756.365067	-1402.440522	-725.007708	-76.428549	-6.84	Ca-evolved
NZ_CP107558_1_2470_iptm0_948_s0	15	-488.258439	-1134.333927	-456.907177	-76.428549	-6.86	Ca-evolved
NZ_JADNQZ010000058_1_474_iptm0_930_s0	15	-488.463926	-1134.539433	-457.112440	-76.428549	-6.87	Ca-evolved
C1F4C9_acidobacterium	26	-831.454723	-1477.530441	-800.062325	-76.428549	-7.00	Ca-evolved
01_Cav_q9l935-pqq-la_model	44	-1752.908916	-2398.984663	-1721.505533	-76.428549	-7.02	Ca-evolved
NZ_CP023737_1_3779_iptm0_931_s0	31	-834.928567	-1481.004364	-803.517882	-76.428549	-7.05	Ca-evolved
NZ_LSIC01000208_1_34_iptm0_976_s0	34	-965.562149	-1611.637972	-934.099722	-76.428549	-7.07	Ca-evolved
NZ_CP044328_1_2995_iptm0_947_s0	15	-488.506123	-1134.581951	-457.154156	-76.428549	-7.07	Ca-evolved
NZ_JQNK01000009_1_2279_iptm0_925_s0	41	-1102.824802	-1748.900683	-1071.371551	-76.428549	-7.11	Ca-evolved
NZ_VUOK01000003_1_554_iptm0_912_s0	23	-547.495819	-1193.571717	-516.152370	-76.428549	-7.12	Ca-evolved
A0A7V5CU60_acidobacterium	8	-259.861587	-905.937497	-228.580215	-76.428549	-7.12	EXCLUDE (under-carved)
C1F6H0_acidobacterium	31	-834.839889	-1480.915804	-803.409344	-76.428549	-7.13	Ca-evolved
A0A7V4XTX1_acidobacterium	12	-374.326323	-1020.402309	-343.067415	-76.428549	-7.17	EXCLUDE (under-carved)
NZ_AJWE01000059_1_13_iptm0_986_s0	18	-527.657703	-1173.733791	-496.443486	-76.428549	-7.24	Ca-evolved
NZ_BPQG01000029_1_18_iptm0_980_s0	22	-717.091142	-1363.167266	-685.733246	-76.428549	-7.26	Ca-evolved
WBJT01000221_1_5_iptm0_889_s0	15	-488.497385	-1134.573530	-457.145228	-76.428549	-7.27	Ca-evolved
NZ_BPRE01000003_1_205_iptm0_970_s0	30	-813.319693	-1459.395975	-781.900898	-76.428549	-7.36	Ca-evolved
C1F2N4_acidobacterium	8	-259.859148	-905.935504	-228.574429	-76.428549	-7.41	EXCLUDE (under-carved)
A0A1I0BMR9_actinobacteriota	15	-488.490042	-1134.566472	-457.155143	-76.428549	-7.45	Ca-evolved
NZ_CP023737_1_3782_iptm0_920_s0	15	-488.457504	-1134.533969	-457.110718	-76.428549	-7.47	Ca-evolved
NZ_LJYE01000109_1_175_iptm0_967_s0	34	-965.381648	-1611.458130	-933.930717	-76.428549	-7.48	Ca-evolved
NZ_CAKLBV010000029_1_41_iptm0_950_s0	22	-717.015118	-1363.091671	-685.663526	-76.428549	-7.53	Ca-evolved
01_Cav_q9z4j7-pqq-la_model	51	-1981.435795	-2627.512373	-1950.006274	-76.428549	-7.54	Ca-evolved
NZ_JAKSXV010000062_1_31_iptm0_938_s0	15	-488.509489	-1134.586071	-457.157183	-76.428549	-7.55	Ca-evolved
NZ_CP015880_1_121_iptm0_990_s0	50	-1192.854621	-1838.931336	-1161.679723	-76.428549	-7.63	Ca-evolved
NZ_SRLB01000002_1_105_iptm0_803_s0	15	-488.531164	-1134.607896	-457.159178	-76.428549	-7.64	Ca-evolved
03_Euk_a0a2j6thh5_domain1chaina-pqq-la_model	51	-1981.596709	-2627.673451	-1950.153883	-76.428549	-7.65	Ca-evolved
A0A840I752_conexibacter	8	-259.845807	-905.922581	-228.580771	-76.428549	-7.67	EXCLUDE (under-carved)
NZ_LMMZ01000041_1_3_iptm0_937_s0	15	-488.471508	-1134.548581	-457.118842	-76.428549	-7.85	Ca-evolved
C1F9U7_acidobacterium	16	-488.728324	-1134.805465	-457.454634	-76.428549	-7.90	Ca-evolved
03_Euk_a0a6a7bj34_domain1chaina-pqq-la_model	51	-1981.623275	-2627.700533	-1950.171593	-76.428549	-7.97	Ca-evolved
NZ_LNCU01000098_1_148_iptm0_967_s0	34	-965.588413	-1611.665699	-934.128935	-76.428549	-7.99	Ca-evolved
VAZG01000444_1_6_iptm0_923_s0	15	-488.510348	-1134.587647	-457.168761	-76.428549	-8.00	Ca-evolved
JAFALD010000344_1_7_iptm0_982_s0	22	-717.072880	-1363.150198	-685.712785	-76.428549	-8.01	Ca-evolved
NZ_CABFPH010000154_1_6_iptm0_975_s0	18	-527.779923	-1173.857249	-496.444668	-76.428549	-8.01	Ca-evolved
A0A109BAX9_hyphomicrobium	8	-259.858971	-905.936318	-228.577543	-76.428549	-8.03	EXCLUDE (under-carved)
NZ_QWDD01000001_1_1996_iptm0_942_s0	15	-488.514209	-1134.591566	-457.161052	-76.428549	-8.03	Ca-evolved
CP000781_1_2839_iptm0_952_s0	15	-488.506644	-1134.584016	-457.153054	-76.428549	-8.04	Ca-evolved
Q1H145_DXR_methylobacillus_methylococcales	28	-795.612475	-1441.689849	-764.184926	-76.428549	-8.04	Ca-evolved
NZ_CP070353_1_2385_iptm0_917_s0	15	-488.511243	-1134.588668	-457.163589	-76.428549	-8.08	Ca-evolved
03_Euk_a0a6p8azt3_domain1_contigchaina-pqq-la_model	51	-1981.426061	-2627.503566	-1949.979987	-76.428549	-8.13	Ca-evolved
NZ_BPRC01000002_1_65_iptm0_906_s0	31	-834.617396	-1480.694952	-803.218793	-76.428549	-8.16	Ca-evolved
A0A0F7VUG0_actinobacteriota	8	-259.791175	-905.868768	-228.573956	-76.428549	-8.18	EXCLUDE (under-carved)
NZ_FOZY01000005_1_163_iptm0_918_s0	35	-796.096630	-1442.174228	-764.709845	-76.428549	-8.18	Ca-evolved
NZ_LMMW01000023_1_244_iptm0_946_s0	15	-488.496729	-1134.574434	-457.146774	-76.428549	-8.25	Ca-evolved
NZ_KB889963_1_2892_iptm0_911_s0	41	-1102.422113	-1748.499881	-1070.971811	-76.428549	-8.29	Ca-evolved
A0A6M4IRJ4_gemmatimonadota	11	-299.139217	-945.216996	-267.848941	-76.428549	-8.30	EXCLUDE (under-carved)
03_Euk_a0a6a2zdz9_domain4chaina-pqq-la_model	48	-1942.283050	-2588.360838	-1910.885934	-76.428549	-8.30	Ca-evolved
JAFAVX010000410_1_3_iptm0_979_s0	22	-717.094066	-1363.171886	-685.734996	-76.428549	-8.32	Ca-evolved
verruco_A0A975IXS4_5La	21	-604.018248	-1250.096095	-572.630228	-76.428549	-8.34	Ca-evolved
NZ_WVUF01000003_1_54_iptm0_971_s0	34	-965.549441	-1611.627307	-934.096043	-76.428549	-8.35	Ca-evolved
m24pep_A0A2E7SM25	28	-795.518793	-1441.596669	-764.179536	-76.428549	-8.36	Ca-evolved
C1F5U2_acidobacterium	23	-547.534835	-1193.612719	-516.220756	-76.428549	-8.36	Ca-evolved
NZ_AXAY01000027_1_111_iptm0_981_s0	15	-488.510483	-1134.588454	-457.162828	-76.428549	-8.42	Ca-evolved
NZ_MKFI01000001_1_1479_iptm0_966_s0	34	-965.509887	-1611.587864	-934.051131	-76.428549	-8.42	Ca-evolved
JACKJC010000007_1_33_iptm0_984_s0	22	-717.038596	-1363.116595	-685.683024	-76.428549	-8.44	Ca-evolved
A0A126T5A9_methylomonas	24	-643.440959	-1289.519021	-612.098462	-76.428549	-8.48	Ca-evolved
03_Euk_a0a830bnq8_domain3chaina-pqq-la_model	48	-1942.343996	-2588.422091	-1910.881365	-76.428549	-8.50	Ca-evolved
C1F6Q7_acidobacterium	20	-603.222219	-1249.300315	-571.901015	-76.428549	-8.50	Ca-evolved
NZ_JAAHTB010000021_1_58_iptm0_978_s0	16	-356.005640	-1002.083782	-324.778776	-76.428549	-8.53	Ca-evolved
NZ_JAKSXW010000143_1_233_iptm0_903_s0	21	-566.897145	-1212.975440	-535.573469	-76.428549	-8.62	Ca-evolved
VAZN01000764_1_2_iptm0_826_s0	22	-717.088384	-1363.166680	-685.720765	-76.428549	-8.62	Ca-evolved
C5CE76_bryobacter	40	-1135.247383	-1781.325742	-1103.826417	-76.428549	-8.66	Ca-evolved
